english,transcription,russian,mnemonic_list
look,[luk],осматривать,"['посмотри в своё ЛУКошко – там нас..ла чья-то кошка!', 'целясь из ЛУКа вы смотрите в далекую мишень. Вы чувствуете усталось вес тяжелого спорртивного ЛУКа, отпускаете тетиву и четко видите как стрела попадает в центр мишени', 'Он чистил ЛУК и понимал что видеть он не сможет еще долго, его взгляд был затуманен и поддернут слезой']"
deride,[dɪ'raɪd],осмеивать,['Пешехода облила машина. Он грязный. Его одежду надо сТИРАТь. Над ним насмехаются.']
dare,[deə],осмеливаться,['Осмелилась ДОЯрка уйти раньше с работы']
sightseeing,['saɪtˌsiːɪŋ],осмотр,"['познакомившись с городом на САЙТе и Сыграв в пИНГ-понг, туристы отправились осматривать его достопримечательности']"
discreet,[dɪ'skriːt],осмотрительный,['ДИСК РЕмонТируй осторожно']
base,[beɪs],основа,"['БЕЙСя над основами наук', 'БЕЙ СИС-админа - база пропала.']"
account,[ə'kaunt],основание,"['ЭГО УНТер-офицера было причиной его дуэлей', 'БЕЙСя над основами наук', 'БЕЙ СИСтематически в колокол - и основание рухнет', 'БЕЙ СИС-админа - база пропала.', 'ИНИЦИАТИва - основание для наказаний']"
solid,['sɔlɪd],основательный,['СОЛИДный - основательный']
base,[beɪs],основывать,"['БЕЙСя над основами наук', 'составлять новую КОНСТИТУЦию', 'бревенищами И СТЕБЛИЩами муравьи основывали муравейник']"
feature,['fiːʧə],особенность,"['эта ФИЧА - ФИшка черта и особенность нашей жизни', 'ПЕКУ ОЛАдушки с особенной ночинкой']"
mansion,['mæn(t)ʃ(ə)n],особняк,['рядом с особняком стояла МАШИНа']
particular,"[pə'tɪkjələ,",особый,['Все ПЕДИКЮЛши (педикюрши) - особые женщины.']
perceive,[pə'siːv],осознавать,"['Мой ПЁС ИВ осознавал,\nЧто он в доме нелегал,\nКогда из будки под окном\nКак шпион пробрался в дом.']"
continue,[kən'tɪnjuː],оставаться,"['КОНТИНент Утопать продолжает', 'Только РЕМЕНЬ заставит его остаться здесь.', 'останься а то достану РЕМЕЙНь (ремень)', 'Вовочку привязали РЕМНЕМ к стулу, чтобы он не шалил, но он убежал, а РЕМЕНь остался', 'Остался жить в РИМе ЭЙНштейн', '""боксер, на РИнг выйди и суМЕЙ На нем остаться победителем""', 'оставшихся аРЕСТованных расстреляли', 'в РЕСТоране провел остаток дня', 'Созвучно СТЭЙать (стоять), т.е. оставаться.', 'СТЭЙ где стоишь!', 'СТЭЙк остался недожаренным']"
leave,[liːv],оставить,['ЛИФт ушел без нас']
detention,[dɪ'ten(t)ʃ(ə)n],оставление,['заДЕржаный украл ТЕНТ и камИН']
abandon,[ə'bændən],оставлять,"['А БАНДА оставила робинзона на острове', 'отЛИВ оставил на песке огромное количество водорослей.', 'уйти от ЛИВня', 'ЛИВерную колбасу оставили дома и уехали на работу', 'Р ИЛИ Н ? К, В И Ш - освободи свою фантазию, оставь за рамками стереотипное мышление, выпусти любую букву !', 'РЕТИРовался - ушел']"
stem,[stem],останавливать,['СТИМулятор остановил сердце']
halt,[hɔːlt],останавливаться,"['Да остановись ты, куда в ХАЛаТе побежала?', 'Если остановился, то СТОЙ', 'Остановилась машина у знака СТОП']"
